"GB? 1=Yes, 0=No",Is it?,Slug,Title,Downloads,Last update,Required,Tested,Active,Keywords
1,gutenberg,dismiss-gutenberg-nag,Dismiss Gutenberg Nag,3299,25/11/2018 18:04,4.9,5.0.7,300,"gutenberg,dismiss-gutenberg-nag,dismiss-gutenberg-widget,luciano-croce,dismiss-dashboard-widget"
1,block,syntaxhighlighter,SyntaxHighlighter Evolved,753984,08/10/2019 14:44,4.2.3,5.2.4,40000,"php,code,block,xhtml,sourcecode"
1,block,metronet-profile-picture,User Profile Picture,377918,09/10/2019 15:38,3.5,5.3,40000,"gravatar,avatar,users,blocks,user profile"
1,"block,gutenberg",advanced-gutenberg-blocks,Advanced Gutenberg Blocks,29475,10/10/2019 08:05,5,5.3,2000,"Google Maps,Testimonial,gutenberg blocks,Customizable block,deactivate blocks"
1,gutenberg,jkl-grammar,JKL Grammar,199,28/11/2018 03:15,3.5,5.0.7,0,"custom post type,gutenberg"
1,gutenberg,disable-gutenberg-autosave,Disable Gutenberg Autosave,2815,28/11/2018 11:37,4.9.8,5.0.7,1000,"autosave,gutenberg"
1,gutenberg,easy-disable-wp-editor,Disable Gutenberg,175,13/12/2018 12:51,3,5.0.7,0,"gutenberg,disable gutenberg,gutenberg disable,disable wp editor"
1,gutenberg,enable-gutenberg-theme-support,Enable Gutenberg Theme Support,482,13/12/2018 15:47,4.5,5.0.7,40,"theme support,gutenberg,Add Theme Support,Align Wide,Align Full"
1,gutenberg,manager-for-gutenberg,Gutenberg Manager,6675,12/01/2019 10:01,4.9,5.0.7,900,"manager,cpt,post type,disable gutenberg,gutenberg editor"
1,gutenberg,summary-and-details,Summary &amp; Details,346,08/02/2019 15:24,5.0.0,5.0.7,10,"summary,details,gutenberg"
1,gutenberg,tumbili-mailchimp-feed-for-gutenberg,Tumbili: Mailchimp Signup for Gutenberg,452,12/02/2019 05:39,4.9.6,5.0.7,0,"mailchimp,MailChimp form,mailchimp signup,gutenberg"
1,gutenberg,monster-gallery,Monster Gallery,286,14/02/2019 09:55,4,5.0.7,50,"gallery,lightbox,slider,carousel,gutenberg"
1,block,blocks,Blocks,47108,10/10/2019 23:48,4,5.3,1000,"widget,block,reusable block,content block,reusable text"
0,"block,gutenberg",classic-editor-addon,Classic Editor Addon,132956,11/10/2019 06:53,4.9,5.2.4,30000,"addon,gutenberg,block-editor,classic editor,WordPress 5.0"
1,gutenberg,brg-gutenberg-slider,Ben&#039;s Slider for Gutenberg,1427,14/02/2019 22:57,,5.0.7,100,"slider,gutenberg"
1,"block,gutenberg",gt3-photo-video-gallery,GT3 Photo Gallery / Video Gallery / Gutenberg Block Gallery,112837,12/10/2019 10:12,4.6,5.2.4,10000,"gallery,image gallery,photo gallery,gutenberg,gallery block"
1,gutenberg,disable-wp-5x-update-nag,Disable WordPress &quot;Gutenberg&quot; Update,197,16/02/2019 09:12,3,4.9.12,20,"update,gutenberg,autoupdater"
0,block,analytics-spam-blocker,Analytics Spam Blocker,22408,13/10/2019 06:11,4.6,5.2.4,1000,"analytics,spam,analytics spam,analytics block,block google spam"
1,gutenberg,full-width-editor,Full Width Editor,111,20/02/2019 10:07,5.0.0,5.0.7,10,"editor,full-width,gutenberg,full width editor"
1,gutenberg,advanced-rich-text-tools,Advanced Rich Text Tools for Gutenberg,10359,27/02/2019 09:17,5.1,5.1.3,5000,"editor,advanced,formatting,rich text,gutenberg"
1,gutenberg,post-meta-controls,Post Meta Controls for Gutenberg,1741,27/03/2019 03:04,5,5.1.3,0,"meta,settings,post meta,controls,gutenberg"
1,gutenberg,ads-in-content,Ads In Content,530,09/04/2019 13:19,5,5.1.3,0,"adsense,gutenberg,gutenberg ad,gutenberg adsense,ads in content"
1,gutenberg,customify,Customify - A Theme Customizer Booster,453917,14/10/2019 09:40,4.9.9,5.2.4,20000,"css,live,editor,customizer,gutenberg"
1,gutenberg,for-your-eyes-only,For Your Eyes Only,117,10/04/2019 02:03,5.0.0,5.1.3,0,"login,restrict,membership,gutenberg"
1,gutenberg,compare,Compare Images for Gutenberg,260,16/04/2019 20:31,5.0.0,5.1.3,60,"images,responsive,compare,gutenberg,wp5"
1,gutenberg,vk-google-job-posting-manager,VK Google Job Posting Manager,674,24/04/2019 04:47,5,5.1.3,100,"recruitment,gutenberg,Google Job Posting"
1,gutenberg,rest-gutenberg,REST Gutenberg,395,05/05/2019 06:57,5,5.2.4,20,"JSON,api,rest,wp-api,gutenberg"
1,"block,gutenberg",woo-gutenberg-products-block,WooCommerce Blocks,3241326,14/10/2019 13:32,5,5.2.4,300000,"woocommerce,woo-commerce,products,blocks,gutenberg"
1,gutenberg,embed-privacy,Embed Privacy,563,05/05/2019 15:29,4.7,5.1.3,60,"privacy,oembed,gutenberg"
1,gutenberg,review-disclaimer,Review Disclaimer,5651,08/05/2019 22:37,3.1,5.2.0,500,"shortcode,review,disclaimer,gutenberg"
1,gutenberg,embed-sendy,Embed Sendy,897,16/05/2019 09:22,4.9,5.2.4,100,"widget,embed,Subscription Form,sendy,gutenberg"
1,gutenberg,super-buttons,Super Buttons,343,17/06/2019 17:42,4.8,5.2.4,0,"buttons,share buttons,social buttons,wordpress buttons,gutenberg buttons"
1,gutenberg,photography-core,Photography Core,1018,20/06/2019 15:19,4.8,5.2.4,30,"image,photo,photography,lightroom,gutenberg"
1,gutenberg,kenzap-brands,Kenzap Brands,159,23/07/2019 03:45,5,5.2.4,40,"clients,brands,partners,gutenberg"
1,gutenberg,wp-chimp,WP Chimp,499,09/08/2019 02:56,5,5.3,10,"widget,form,subscription,mailchimp,gutenberg"
1,gutenberg,kona-instagram-feed-for-gutenberg,Kona Gallery Block,2652,13/08/2019 23:41,4.9.6,5.2.4,100,"Instagram,instagram feed,gutenberg"
1,gutenberg,emoji-autocomplete-gutenberg,Emoji Autocomplete Gutenberg,386,14/08/2019 11:40,5,5.2.4,100,"editor,autocomplete,emoji,smiley,gutenberg"
1,gutenberg,astra-sites,"Astra Starter Sites â€“ Elementor, Beaver Builder &amp; Gutenberg Templates",1607011,15/10/2019 08:09,4.4,5.2.4,200000,"templates,beaver builder,elementor,gutenberg,Astra Starter Sites"
1,"block,gutenberg",snow-monkey-blocks,Snow Monkey Blocks,21252,15/10/2019 08:30,5.2,5.2.4,1000,"block,editor,blocks,gutenberg,gutenberg blocks"
0,gutenberg,restore-classic-editor,Remove Gutenberg,1372,16/08/2019 05:00,4.9,5.2.4,300,"editor,classic editor,disable gutenberg,remove gutenberg,gutenberg manager"
1,gutenberg,maximum-width-container,Max width container,300,16/08/2019 13:34,5,5.2.4,10,"width,maximum,adjustable,gutenberg"
1,gutenberg,enable-default-editor,Enable Default Editor,187,19/08/2019 15:05,5,5.2.4,40,"editor,disable,gutenberg,classic editor,disable gutenberg"
1,gutenberg,lsx-customizer,LSX Customizer,644,21/08/2019 14:53,5,5.2.4,100,"WordPress customizer,gutenberg,lsx,website colours"
1,gutenberg,grey-owl-lightbox,Grey Owl Lightbox,211,24/08/2019 21:32,4.1,5.2.4,10,"media,image,lightbox,pop up,gutenberg"
1,gutenberg,custom-fields-gutenberg,Custom Fields for Gutenberg,10723,02/09/2019 21:34,4.5,5.2.4,1000,"meta box,custom fields,field,Box,gutenberg"
1,gutenberg,lsx-banners,LSX Banners,1083,03/09/2019 14:44,4.9,5.2.4,100,"gutenberg,lsx,Banner Hero Images,Hero Image Block,Hero Image Plugin"
1,gutenberg,lsx-currencies,LSX Currencies,53,04/09/2019 16:56,4.9,5.2.4,10,"currencies,currency converter,currency switcher,gutenberg,lsx"
1,gutenberg,2em,2em,1126,06/09/2019 11:10,3.5.0,5.2.4,200,"style,2em,é¦–è¡Œç¼©è¿›,text-indent,gutenberg"
1,gutenberg,better-editor,Better Editor,122,07/09/2019 07:14,4,5.3,30,"editor,Frontend,disable,Medium,gutenberg"
1,gutenberg,builder-shortcode-extras,Builder Shortcode Extras â€“ WordPress Shortcodes Collection to Save You Time,798,10/09/2019 21:09,4.7,5.2.4,60,"shortcode,page builder,genesis,elementor,gutenberg"
1,gutenberg,easy-code-manager,Easy Code Manager,10699,13/09/2019 17:23,3.9,5.2.4,1000,"javascript,css,php,scripts,gutenberg"
1,gutenberg,tour-operator-search,Tour Operator Search,491,13/09/2019 18:51,4.9,5.2.4,10,"search,search widget,Tour Operator,facetwp,gutenberg"
1,gutenberg,stepbyteservice-openstreetmap,OpenStreetMap for Gutenberg and WPBakery Page Builder (formerly Visual Composer),194,19/09/2019 09:05,4,5.2.4,30,"maps,leaflet,openstreetmap,wpbakery page builder,gutenberg"
1,gutenberg,setka-editor,Page builder for Posts - Setka Editor,31174,17/10/2019 13:05,4.1,5.2.4,1000,"page builder,editor,Setka Editor,post builder,gutenberg"
1,"block,gutenberg",kadence-blocks,Kadence Blocks â€“ Gutenberg Page Builder Toolkit,517262,17/10/2019 14:12,5.2,5.2.4,40000,"page builder,google fonts,blocks,gutenberg,dual buttons"
1,gutenberg,lsx-blog-customizer,LSX Blog Customizer,773,26/09/2019 06:05,4.9,5.2.4,100,"WordPress customizer,wordpress blog,gutenberg,lsx,Blog Customizer"
1,gutenberg,helpie-faq,Helpie FAQ - WordPress FAQ Accordion Plugin,5580,27/09/2019 08:38,5,5.2.4,700,"faq,Accordion,faq plugin,woocommerce faq,gutenberg faq"
1,block,highlight-and-share,Highlight and Share,29169,17/10/2019 22:02,4.7,5.3,1000,"share,facebook,twitter,block,Highlight"
1,gutenberg,lsx-search,LSX Search,431,30/09/2019 21:28,4.9,5.2.4,10,"category,search,facetwp,gutenberg,lsx"
1,gutenberg,lsx-testimonials,LSX Testimonials,569,01/10/2019 07:43,4.9,5.2.4,40,"carousel,testimonials,post type,gutenberg,lsx"
1,gutenberg,ccbpress-core,CCBPress Core,5396,03/10/2019 22:02,4.3,5.2.4,300,"church,ccb,church community builder,chms,gutenberg"
1,"block,gutenberg",coblocks,Page Builder Gutenberg Blocks â€“ CoBlocks,147423,18/10/2019 18:48,5,5.2.4,80000,"page builder,blocks,gutenberg,gutenberg blocks,wordpress blocks"
1,gutenberg,webspellchecker,WProofreader,7133,08/10/2019 11:51,4.4,5.2.4,1000,"spelling check,grammar check,Proofreader,multi-language proofreading,proofreading in gutenberg"
1,gutenberg,wp-custom-field-for-gutenberg-editor,WP Custom field for Gutenberg Editor,434,10/10/2019 11:15,4.8,5.1.3,0,"advanced custom fields,wordpress custom fields,gutenberg,gutenberg editor,Custom field Editor"
1,gutenberg,nichetable,NicheTable- Best product comparison table with Gutenberg editor,239,14/10/2019 03:53,5.2,5.2.4,10,"comparison table,Comparison Tables,responsive tables,gutenberg table,Product Comparison Tables"
1,gutenberg,story-show-gallery,"Story Show Gallery - vertical gallery, mobile friendly",390,15/10/2019 18:38,3.4,5.2.4,10,"photo gallery,vertical,fullscreen gallery,minimalist,gutenberg gallery"
1,gutenberg,ws-form,WS Form - Build Better WordPress Forms,7972,17/10/2019 04:51,4.4,5.2.4,100,"contact form,forms,contact form plugin,responsive form,gutenberg form"
